value,product_id,id
"1.0 Branch",1,1
"1.4 Branch",1,2
"1.7 Branch",1,3
"1.8 Branch",1,4
"1.9.0 Branch",1,405
"1.9.1 Branch",1,477
"1.9.2 Branch",1,551
"10 Branch",1,799
"11 Branch",1,807
"12 Branch",1,823
"13 Branch",1,875
"14 Branch",1,897
"15 Branch",1,958
"16 Branch",1,997
"17 Branch",1,1011
"18 Branch",1,1034
"19 Branch",1,1086
"2.0 Branch",1,697
"20 Branch",1,1145
"21 Branch",1,1159
"22 Branch",1,1186
"23 Branch",1,1216
"24 Branch",1,1315
"25 Branch",1,1334
"26 Branch",1,1377
"27 Branch",1,1392
"28 Branch",1,1416
"29 Branch",1,1479
"30 Branch",1,1533
"31 Branch",1,1551
"32 Branch",1,1586
"33 Branch",1,1609
"34 Branch",1,1679
"35 Branch",1,1710
"36 Branch",1,1927
"37 Branch",1,1942
"38 Branch",1,2097
"39 Branch",1,2143
"40 Branch",1,2159
"41 Branch",1,2277
"42 Branch",1,2295
"43 Branch",1,2320
"44 Branch",1,2341
"45 Branch",1,2365
"46 Branch",1,2439
"47 Branch",1,2536
"48 Branch",1,2602
"49 Branch",1,2664
"5 Branch",1,702
"50 Branch",1,2716
"51 Branch",1,2890
"52 Branch",1,2904
"53 Branch",1,2927
"54 Branch",1,3295
"55 Branch",1,3317
"56 Branch",1,3403
"57 Branch",1,3418
"58 Branch",1,3440
"59 Branch",1,3564
"6 Branch",1,754
"60 Branch",1,3591
"61 Branch",1,3884
"62 Branch",1,3910
"63 Branch",1,4260
"7 Branch",1,755
"8 Branch",1,759
"9 Branch",1,785
"Other Branch",1,5
Trunk,1,17
unspecified,1,355
"Lightning 0.3",2,18
"Lightning 0.3.1",2,349
"Lightning 0.5",2,366
"Lightning 0.7",2,381
"Lightning 0.8",2,407
"Lightning 0.9",2,442
"Lightning 1.0",2,792
"Lightning 1.0b1",2,580
"Lightning 1.0b2",2,625
"Lightning 1.0b4",2,752
"Lightning 1.0b5",2,777
"Lightning 1.0b7",2,791
"Lightning 1.1",2,817
"Lightning 1.2",2,819
"Lightning 1.3",2,820
"Lightning 1.4",2,834
"Lightning 1.5",2,890
"Lightning 1.6",2,906
"Lightning 1.7",2,970
"Lightning 1.8",2,1000
"Lightning 1.9",2,1020
"Lightning 1.9.1",2,1185
"Lightning 2.0",2,1047
"Lightning 2.1",2,1096
"Lightning 2.2",2,1154
"Lightning 2.3",2,1168
"Lightning 2.4",2,1169
"Lightning 2.5",2,1227
"Lightning 2.6",2,1325
"Lightning 2.6.1",2,1403
"Lightning 2.6.2",2,1427
"Lightning 2.6.3",2,1428
"Lightning 2.6.4",2,1475
"Lightning 2.6.5",2,1546
"Lightning 2.6.6",2,1629
"Lightning 2.7",2,1346
"Lightning 2.8",2,1386
"Lightning 2.9",2,1402
"Lightning 3.0",2,1426
"Lightning 3.1",2,1489
"Lightning 3.2",2,1547
"Lightning 3.3",2,1575
"Lightning 3.4",2,1596
"Lightning 3.5",2,1628
"Lightning 3.6",2,1689
"Lightning 3.7",2,1720
"Lightning 3.8",2,1938
"Lightning 3.9",2,1954
"Lightning 4.0.0.1",2,2087
"Lightning 4.0.1",2,2307
"Lightning 4.0.1.2",2,2312
"Lightning 4.0.2",2,2308
"Lightning 4.0.2.1",2,2338
"Lightning 4.0.3",2,2339
"Lightning 4.0.4",2,2411
"Lightning 4.0.4.1",2,2412
"Lightning 4.0.5",2,2436
"Lightning 4.0.5.1",2,2530
"Lightning 4.0.5.2",2,2531
"Lightning 4.0.6",2,2532
"Lightning 4.0.7",2,2649
"Lightning 4.0.7.1",2,2650
"Lightning 4.0.7.2",2,2651
"Lightning 4.0.8",2,2707
"Lightning 4.1",2,2154
"Lightning 4.2",2,2173
"Lightning 4.3",2,2288
"Lightning 4.4",2,2313
"Lightning 4.5",2,2331
"Lightning 4.6",2,2340
"Lightning 4.7",2,2386
"Lightning 4.7.1",2,2710
"Lightning 4.7.1.1",2,2711
"Lightning 4.7.2",2,2810
"Lightning 4.7.3",2,2893
"Lightning 4.7.4",2,2901
"Lightning 4.7.5",2,2922
"Lightning 4.7.6",2,2944
"Lightning 4.7.7",2,3292
"Lightning 4.7.8",2,3314
"Lightning 4.8",2,2450
"Lightning 4.9",2,2545
"Lightning 5.0",2,2645
"Lightning 5.1",2,2706
"Lightning 5.2",2,2728
"Lightning 5.3",2,2892
"Lightning 5.4",2,2900
"Lightning 5.4.0.1",2,3400
"Lightning 5.4.1",2,3401
"Lightning 5.4.1.1",2,3402
"Lightning 5.4.2",2,3415
"Lightning 5.4.2.1",2,3417
"Lightning 5.4.3",2,3414
"Lightning 5.4.4",2,3562
"Lightning 5.4.5",2,3582
"Lightning 5.4.6",2,3587
"Lightning 5.4.7",2,3612
"Lightning 5.4.8",2,3902
"Lightning 5.5",2,2943
"Lightning 5.6",2,3312
"Lightning 5.7",2,3331
"Lightning 5.8",2,3413
"Lightning 5.9",2,3497
"Lightning 6.0",2,3498
"Lightning 6.1",2,3570
"Lightning 6.2",2,3613
"Lightning 6.3",2,3901
"Lightning 6.4",2,4113
"Lightning 6.5",2,4259
"Mozilla 1.8 Branch",2,380
"Sunbird 0.2",2,19
"Sunbird 0.3",2,24
"Sunbird 0.3.1",2,348
"Sunbird 0.3a1",2,25
"Sunbird 0.3a2",2,26
"Sunbird 0.5",2,367
"Sunbird 0.7",2,382
"Sunbird 0.8",2,408
"Sunbird 0.9",2,441
"Sunbird 1.0b1",2,624
Trunk,2,27
unspecified,2,28
other,3,29
other,4,30
other,5,31
1998-03-31,7,32
1998-04-08,7,33
1998-04-29,7,34
1998-06-03,7,35
1998-07-28,7,36
1998-09-04,7,37
other,7,38
0.1,8,443
0.2,8,444
0.3,8,445
1.0,8,47
1.1,8,637
1.5,8,48
1.6,8,588
1.7,8,589
1.8,8,590
1.9,8,591
1.x,8,39
2.0,8,40
2.1,8,592
2.10,8,41
2.2,8,42
2.3,8,638
2.4,8,43
2.5,8,639
2.6,8,44
2.7,8,640
2.8,8,45
3.0,8,641
3.1,8,662
3.2,8,663
4.0,8,664
4.1,8,665
4.2,8,666
4.3,8,667
4.4,8,668
4.5,8,669
5.0,8,670
other,8,46
Trunk,8,49
3.0,9,50
3.0.1,9,51
3.1,9,52
3.1.1,9,53
3.1.2,9,54
3.1.3,9,55
3.2.1,9,56
3.4,9,57
3.5,9,58
3.5.1,9,59
4.0,9,60
4.0.1,9,61
4.0.2,9,62
4.1,9,63
4.1.1,9,64
4.1.2,9,65
4.1.3,9,66
4.10,9,895
4.10.1,9,1326
4.10.10,9,2383
4.10.2,9,1327
4.10.3,9,1328
4.10.4,9,1329
4.10.5,9,1330
4.10.6,9,1600
4.10.7,9,1601
4.10.8,9,1602
4.10.9,9,1603
4.11,9,1604
4.12,9,2384
4.13,9,2385
4.14,9,2920
4.15,9,2921
4.16,9,3407
4.17,9,3408
4.18,9,3409
4.19,9,3607
4.2,9,67
4.2.1,9,68
4.2.2,9,69
4.20,9,3608
4.21,9,3609
4.22,9,3610
4.23,9,3611
4.3,9,70
4.3.1,9,71
4.3.2,9,72
4.3.3,9,73
4.4,9,74
4.4.1,9,75
4.4.2,9,76
4.4.3,9,77
4.5,9,78
4.5.1,9,79
4.5.2,9,80
4.5.3,9,81
4.6,9,82
4.6.1,9,83
4.6.10,9,363
4.6.2,9,84
4.6.3,9,85
4.6.4,9,86
4.6.5,9,87
4.6.6,9,88
4.6.7,9,360
4.6.8,9,361
4.6.9,9,362
4.7,9,89
4.7.1,9,90
4.7.2,9,91
4.7.3,9,92
4.7.4,9,468
4.7.5,9,469
4.7.6,9,470
4.7.7,9,471
4.8,9,472
4.8.1,9,473
4.8.10,9,717
4.8.2,9,474
4.8.3,9,475
4.8.4,9,576
4.8.5,9,577
4.8.6,9,578
4.8.7,9,633
4.8.8,9,634
4.8.9,9,635
4.9,9,636
4.9.1,9,891
4.9.2,9,892
4.9.3,9,893
4.9.4,9,894
4.9.5,9,1140
4.9.6,9,1141
4.9.7,9,1142
4.9.8,9,1143
4.9.9,9,1144
other,9,93
other,10,94
1.5R1,11,95
1.5R2,11,96
1.5R3,11,97
1.5R4,11,98
1.5R4.1,11,99
1.5R5,11,100
1.6R1,11,101
1.6R2,11,339
1.6R3,11,340
1.6R4,11,341
1.6R5,11,342
1.6R6,11,364
1.7R1,11,365
head,11,102
other,11,103
unspecified,12,104
unspecified,13,105
"Firefox 11",15,1172
"Firefox 12",15,1173
"Firefox 13",15,1174
"Firefox 14",15,1175
"Firefox 15",15,1176
"Firefox 16",15,1177
"Firefox 17",15,1178
"Firefox 18",15,1179
"Firefox 19",15,1404
"Firefox 20",15,1405
"Firefox 21",15,1406
"Firefox 22",15,1407
"Firefox 23",15,1408
"Firefox 24",15,1409
"Firefox 25",15,1619
"Firefox 26",15,1620
"Firefox 27",15,1621
"Firefox 28",15,1622
"Firefox 29",15,1623
"Firefox 30",15,1624
"Firefox 31",15,1625
"Firefox 32",15,1626
"Firefox 33",15,1627
"Firefox 34",15,2030
"Firefox 35",15,2031
"Firefox 36",15,2032
"Firefox 37",15,2033
"Firefox 38",15,2034
"Firefox 39",15,2149
"Firefox 40",15,2166
"Firefox 41",15,2283
"Firefox 42",15,2301
"Firefox 43",15,2326
"Firefox 44",15,2349
"Firefox 45",15,2371
"Firefox 46",15,2445
"Firefox 47",15,2540
"Firefox 48",15,2607
"Firefox 49",15,2659
"Firefox 50",15,2725
"Firefox 51",15,2882
"Firefox 52",15,2912
"Firefox 53",15,2938
"Firefox 54",15,3303
"Firefox 55",15,3326
"Firefox 56",15,3452
"Firefox 57",15,3453
"Firefox 58",15,3454
"Firefox 59",15,3567
"Firefox 60",15,3605
"Firefox 61",15,3907
"Firefox 62",15,3916
Trunk,15,1171
unspecified,15,106
3.0,16,107
3.0.1,16,108
3.1,16,109
3.10,16,110
3.10.1,16,111
3.10.2,16,112
3.11,16,113
3.11.1,16,114
3.11.10,16,390
3.11.11,16,391
3.11.12,16,392
3.11.13,16,446
3.11.14,16,447
3.11.2,16,115
3.11.3,16,116
3.11.4,16,117
3.11.5,16,118
3.11.6,16,343
3.11.7,16,344
3.11.8,16,345
3.11.9,16,346
3.12,16,119
3.12.1,16,120
3.12.10,16,646
3.12.11,16,715
3.12.12,16,716
3.12.2,16,121
3.12.3,16,448
3.12.3.1,16,541
3.12.3.2,16,543
3.12.4,16,449
3.12.5,16,450
3.12.6,16,451
3.12.7,16,452
3.12.8,16,644
3.12.9,16,645
3.13,16,453
3.13.1,16,800
3.13.2,16,801
3.13.3,16,802
3.13.4,16,803
3.13.5,16,804
3.13.6,16,1001
3.14,16,805
3.14.1,16,1048
3.14.2,16,1049
3.14.3,16,1050
3.14.4,16,1051
3.14.5,16,1052
3.15,16,1199
3.15.1,16,1200
3.15.2,16,1201
3.15.3,16,1202
3.15.3.1,16,1476
3.15.3.2,16,1477
3.15.4,16,1203
3.15.5,16,1429
3.15.6,16,1430
3.16,16,1436
3.16.1,16,1432
3.16.2,16,1431
3.16.3,16,1433
3.16.4,16,1434
3.16.5,16,1435
3.17.1,16,1701
3.17.2,16,1702
3.17.3,16,1703
3.17.4,16,2089
3.17.5,16,2090
3.18,16,1704
3.18.1,16,2091
3.18.2,16,2092
3.19,16,2171
3.19.1,16,2210
3.19.2,16,2211
3.19.3,16,2309
3.19.4,16,2315
3.2,16,122
3.2.1,16,123
3.2.2,16,124
3.2.3,16,125
3.20,16,2172
3.20.1,16,2310
3.20.2,16,2311
3.21,16,2316
3.21.1,16,2317
3.22,16,2318
3.22.1,16,2578
3.22.2,16,2579
3.23,16,2653
3.23.1,16,2654
3.24,16,2655
3.25,16,2703
3.26,16,2704
3.27,16,2811
3.28,16,2812
3.28.1,16,3201
3.28.2,16,3202
3.29,16,2813
3.3,16,126
3.3.1,16,127
3.3.2,16,128
3.3.4,16,129
3.30,16,2814
3.30.2,16,3335
3.31,16,3308
3.32,16,3309
3.33,16,3310
3.34,16,3311
3.34.1,16,3579
3.35,16,3432
3.35.1,16,3580
3.36,16,3433
3.36.1,16,3903
3.36.2,16,3904
3.36.3,16,3905
3.37,16,3434
3.38,16,3435
3.39,16,4242
3.4,16,130
3.4.1,16,131
3.4.2,16,132
3.4.3,16,133
3.4.4,16,134
3.40,16,4243
3.41,16,4244
3.42,16,4245
3.5,16,135
3.6,16,136
3.6.1,16,137
3.7,16,138
3.7.1,16,139
3.7.2,16,140
3.7.3,16,141
3.7.4,16,142
3.7.5,16,143
3.7.6,16,144
3.7.7,16,145
3.7.8,16,146
3.8,16,147
3.8.1,16,148
3.8.2,16,149
3.8.3,16,150
3.9,16,151
3.9.1,16,152
3.9.2,16,153
3.9.3,16,154
3.9.4,16,155
3.9.5,16,156
3.9.6,16,157
3.9.7,16,158
4.0,16,159
other,16,3336
trunk,16,160
unspecified,16,161
unspecified,17,162
3.0,18,163
3.0.1,18,164
3.0.2,18,165
3.1,18,166
3.1.1,18,167
3.1.11,18,168
3.1.12,18,169
3.1.2,18,170
3.1.3,18,171
3.2,18,172
3.2.1,18,173
3.2.2,18,174
3.2.3,18,175
3.3,18,176
3.3.1,18,177
3.3.2,18,178
3.4,18,179
3.4.1,18,180
3.4.2,18,181
3.4.3,18,182
3.5,18,183
3.5.1,18,184
3.5.2,18,185
3.5.3,18,186
3.6,18,187
4.0,18,188
4.0.1,18,189
4.0.2,18,190
4.0.3,18,191
4.1,18,192
4.1.1,18,193
4.1.2,18,194
4.1.3,18,195
4.2,18,196
4.2.1,18,197
4.2.10,18,387
4.2.2,18,198
4.2.3,18,199
4.2.4,18,200
4.2.5,18,201
4.2.6,18,383
4.2.7,18,384
4.2.8,18,385
4.2.9,18,386
4.3,18,202
4.3.1,18,203
4.3.2,18,204
4.3.3,18,205
4.3.4,18,206
4.3.5,18,207
4.4,18,208
4.4.1,18,209
4.4.2,18,210
4.4.3,18,211
4.4.4,18,212
4.4.5,18,213
4.5,18,214
4.5.1,18,215
4.5.2,18,216
4.5.3,18,217
4.5.4,18,218
4.5.5,18,219
unspecified,18,220
2.10,19,221
2.11,19,222
2.12,19,223
2.13,19,224
2.14,19,225
2.14.1,19,226
2.14.2,19,227
2.14.3,19,228
2.14.4,19,229
2.14.5,19,230
2.15,19,231
2.16,19,232
2.16.1,19,233
2.16.10,19,234
2.16.11,19,235
2.16.2,19,236
2.16.3,19,237
2.16.4,19,238
2.16.5,19,239
2.16.6,19,240
2.16.7,19,241
2.16.8,19,242
2.16.9,19,243
2.17,19,244
2.17.1,19,245
2.17.2,19,246
2.17.3,19,247
2.17.4,19,248
2.17.5,19,249
2.17.6,19,250
2.17.7,19,251
2.18,19,252
2.18.1,19,253
2.18.2,19,254
2.18.3,19,255
2.18.4,19,256
2.18.5,19,257
2.18.6,19,258
2.19,19,259
2.19.1,19,260
2.19.2,19,261
2.19.3,19,262
2.20,19,263
2.20.1,19,264
2.20.2,19,265
2.20.3,19,266
2.20.4,19,350
2.20.5,19,374
2.20.6,19,401
2.20.7,19,465
2.21,19,267
2.22,19,268
2.22.1,19,269
2.22.2,19,351
2.22.3,19,372
2.22.4,19,402
2.22.5,19,438
2.22.6,19,466
2.22.7,19,497
2.23,19,270
2.23.1,19,271
2.23.2,19,272
2.23.3,19,273
2.23.4,19,352
3.0,19,353
3.0.1,19,371
3.0.10,19,568
3.0.11,19,593
3.0.2,19,377
3.0.3,19,389
3.0.4,19,400
3.0.5,19,439
3.0.6,19,467
3.0.7,19,496
3.0.8,19,498
3.0.9,19,565
3.1,19,354
3.1.1,19,373
3.1.2,19,378
3.1.3,19,393
3.1.4,19,399
3.2,19,440
3.2.1,19,495
3.2.10,19,685
3.2.2,19,499
3.2.3,19,505
3.2.4,19,536
3.2.5,19,564
3.2.6,19,594
3.2.7,19,626
3.2.8,19,649
3.2.9,19,657
3.3,19,411
3.3.1,19,486
3.3.2,19,494
3.3.3,19,500
3.3.4,19,506
3.4,19,537
3.4.1,19,542
3.4.10,19,686
3.4.11,19,711
3.4.12,19,776
3.4.13,19,870
3.4.14,19,887
3.4.2,19,563
3.4.3,19,567
3.4.4,19,571
3.4.5,19,595
3.4.6,19,602
3.4.7,19,627
3.4.8,19,650
3.4.9,19,658
3.5,19,504
3.5.1,19,569
3.5.2,19,572
3.5.3,19,596
3.6,19,603
3.6.1,19,628
3.6.10,19,1023
3.6.11,19,1042
3.6.12,19,1136
3.6.13,19,1197
3.6.2,19,651
3.6.3,19,659
3.6.4,19,681
3.6.5,19,712
3.6.6,19,775
3.6.7,19,869
3.6.8,19,888
3.6.9,19,953
3.7,19,597
3.7.1,19,629
3.7.2,19,632
3.7.3,19,652
4.0,19,660
4.0.1,19,713
4.0.10,19,1196
4.0.11,19,1411
4.0.12,19,1580
4.0.13,19,1584
4.0.14,19,1692
4.0.15,19,1864
4.0.16,19,2093
4.0.17,19,2132
4.0.18,19,2291
4.0.2,19,774
4.0.3,19,868
4.0.4,19,889
4.0.5,19,896
4.0.6,19,954
4.0.7,19,1022
4.0.8,19,1043
4.0.9,19,1137
4.1,19,647
4.1.1,19,696
4.1.2,19,714
4.1.3,19,773
4.2,19,871
4.2.1,19,955
4.2.10,19,1691
4.2.11,19,1865
4.2.12,19,2094
4.2.13,19,2131
4.2.14,19,2290
4.2.15,19,2335
4.2.16,19,2453
4.2.2,19,1021
4.2.3,19,1044
4.2.4,19,1138
4.2.5,19,1195
4.2.6,19,1331
4.2.7,19,1412
4.2.8,19,1579
4.2.9,19,1583
4.3,19,786
4.3.1,19,956
4.3.2,19,1024
4.3.3,19,1045
4.4,19,1139
4.4.1,19,1413
4.4.10,19,2336
4.4.11,19,2452
4.4.12,19,2702
4.4.2,19,1530
4.4.3,19,1578
4.4.4,19,1582
4.4.5,19,1693
4.4.6,19,1866
4.4.7,19,2095
4.4.8,19,2130
4.4.9,19,2289
4.5,19,1046
4.5.1,19,1414
4.5.2,19,1531
4.5.3,19,1577
4.5.4,19,1581
4.5.5,19,1690
4.5.6,19,1867
5.0,19,2096
5.0.1,19,2337
5.0.2,19,2451
5.0.3,19,2701
5.1,19,1939
5.1.1,19,2712
Harmony,19,3586
unspecified,19,274
"1.8 Branch",20,275
"1.9.0 Branch",20,599
